"trade_id","chronological_fold","entry_ts","exit_ts","direction","side","weekday","utc_hour","month","gann_state","gann_high_slope","gann_low_slope","normalized_ma_distance","bars_since_gann_flip","breakout_age_bars","donchian_channel_width_pct","donchian_breakout_distance_atr","atr_pct","recent_return_20","recent_range_20","recent_volatility_20","recent_cross_count","stop_distance_atr","stop_distance_pct","gap_fill","entry_price","stop_price","entry_exposure_pct","initial_risk_pct","quality_label","net_pnl","gross_pnl","return_on_equity_pct","mfe_r","mae_r","bars_held","exit_reason"
"tr_66b0fbe6acd4","2","2021-06-30T17:00:00+00:00","2021-07-02T14:00:00+00:00","long","long","2","17","6","1","0,008857","0,004857","0,00177172","1","2","0,00307189","-0,99878","0,00070559","0,00139332","0,00282795","0,00040952","1","2,5","0,0017627","False","110,761","110,5658","89,4211","0,1576","worthwhile","30,38","30,73","0,5434","4,5944","0,0","45","gann_state_exit"
"tr_d40cf51b64b6","2","2021-07-02T21:00:00+00:00","2021-07-07T12:00:00+00:00","short","short","4","21","7","-1","-0,015952","-0,023143","-0,00432093","9","10","0,00558342","-0,165049","0,00092757","-0,00431297","0,00558342","0,00063596","1","2,5","0,00231932","False","111,024","111,2815","88,9379","0,2063","worthwhile","11,57","11,92","0,2058","2,435","-0,6447","63","gann_state_exit"
"tr_0ab919769c6f","2","2021-07-08T08:00:00+00:00","2021-07-09T10:00:00+00:00","short","short","3","8","7","-1","-0,008286","-0,003952","-0,00144842","4","5","0,00379984","-1,266997","0,00095685","-0,00197743","0,00355556","0,00046932","1","2,5","0,00239508","False","110,395","110,6594","88,7552","0,2126","worthwhile","12,96","13,31","0,23","3,2564","0,0","26","gann_state_exit"
"tr_ab5466322a4e","2","2021-07-12T16:00:00+00:00","2021-07-13T15:00:00+00:00","long","long","0","16","7","1","0,001429","-0,000714","0,00091299","1","2","0,00370209","-0,752303","0,00084429","7,26E-05","0,00271305","0,00044134","2","2,5","0,00210935","False","110,28","110,0474","88,5515","0,1868","worthwhile","-3,34","-2,99","-0,0592","0,7179","-0,3525","23","gann_state_exit"
"tr_13c9cc6b01ce","2","2021-07-13T16:00:00+00:00","2021-07-14T15:00:00+00:00","long","long","1","16","7","1","0,00719","-0,002952","0,00183001","0","1","0,00510352","0,800117","0,00073511","0,00120494","0,00312183","0,00068122","2","3,90211","0,00286823","True","110,521","110,204","70,8832","0,2033","worthwhile","-11,86","-11,58","-0,2101","0,5584","-1,2019","23","stop"
"tr_a27fd464e68b","2","2021-07-14T15:00:00+00:00","2021-07-15T16:00:00+00:00","short","short","2","15","7","-1","0,003238","0,007667","-0,00091694","0","1","0,00452653","-3,385846","0,00070053","0,00086078","0,00371175","0,0005077","1","4,122462","0,00289484","False","110,196","110,515","71,0324","0,2056","worthwhile","4,08","4,36","0,0725","1,511","0,0","25","gann_state_exit"
"tr_491e5db6144a","2","2021-07-16T10:00:00+00:00","2021-07-19T03:00:00+00:00","long","long","4","10","7","1","0,009952","0,010476","0,00095644","5","6","0,00341877","-1,04235","0,00095081","4,546E-05","0,0032642","0,00069349","2","2,5","0,00237464","False","110,092","109,8306","88,7263","0,2107","worthwhile","-10,22","-9,87","-0,1814","0,9525","-0,9295","17","gann_state_exit"
"tr_51d57d788320","2","2021-07-19T11:00:00+00:00","2021-07-20T13:00:00+00:00","short","short","0","11","7","-1","-0,009857","-0,014905","-0,00218969","10","11","0,00555333","-1,150267","0,00089434","-0,0032124","0,0050162","0,00065834","1","3,094523","0,00277046","False","109,729","110,033","88,8875","0,2463","worthwhile","12,62","12,97","0,2244","2,1809","-0,352","26","gann_state_exit"
"tr_677cc68e8e39","2","2021-07-23T10:00:00+00:00","2021-07-26T07:00:00+00:00","long","long","4","10","7","1","0,001476","0,002","0,00140923","4","5","0,00312803","-0,754081","0,00079356","-0,00022662","0,00298296","0,00056893","2","2,5","0,00198267","False","110,361","110,1422","88,6885","0,1758","worthwhile","-1,98","-1,63","-0,0351","1,0649","-0,2239","21","gann_state_exit"
"tr_9bdef2a83a0e","2","2021-07-27T10:00:00+00:00","2021-07-28T13:00:00+00:00","short","short","1","10","7","-1","-0,005476","-0,004381","-0,0015267","6","7","0,00422998","-0,629358","0,00070673","-0,00117865","0,00265055","0,00036089","2","2,5","0,00176763","False","110,115","110,3096","88,7197","0,1568","worthwhile","5,47","5,82","0,097","2,7281","-0,2928","27","gann_state_exit"
"tr_f0678f8a1646","2","2021-08-02T17:00:00+00:00","2021-08-04T13:00:00+00:00","short","short","0","17","8","-1","-0,011667","-0,013095","-0,00207877","5","6","0,00370864","-1,344944","0,00077427","-0,00296903","0,00370864","0,00045598","1","2,5","0,00193772","False","109,358","109,5699","88,6336","0,1717","worthwhile","7,94","8,29","0,1407","2,2699","-0,0802","44","gann_state_exit"
"tr_05790b63e0a4","2","2021-08-04T16:00:00+00:00","2021-08-04T17:00:00+00:00","short","short","2","16","8","-1","-0,002333","-0,008","-0,00311804","0","1","0,00474404","1,314762","0,00076222","-0,00270486","0,00437629","0,00066973","2","3,49799","0,00266627","True","108,766","109,056","88,509","0,236","bad","-13,74","-13,39","-0,2432","0,0","-2,9655","1","stop"
"tr_b837bb2df7fd","2","2021-08-04T18:00:00+00:00","2021-08-09T15:00:00+00:00","long","long","2","18","8","1","0,023048","-0,011","0,00517115","0","1","0,00826001","2,558376","0,00111307","0,00417935","0,00826001","0,00164258","3","6,092542","0,00678081","True","109,574","108,831","35,4899","0,2407","worthwhile","9,43","9,57","0,1674","1,0471","-0,2288","69","gann_state_exit"
"tr_66213a2c7de6","2","2021-08-09T23:00:00+00:00","2021-08-11T18:00:00+00:00","long","long","0","23","8","1","0,002095","0,003857","0,00146875","5","6","0,0052207","-0,283436","0,00070352","0,00059856","0,00278256","0,00042396","2","2,5","0,00175841","False","110,354","110,16","88,5766","0,1558","worthwhile","4,63","4,98","0,082","2,3036","-0,7679","43","gann_state_exit"
"tr_20ad40c57962","2","2021-08-13T10:00:00+00:00","2021-08-17T10:00:00+00:00","short","short","4","10","8","-1","-0,00119","-0,000476","-0,00063938","0","1","0,00209287","-0,922029","0,00056992","-0,00060665","0,00204757","0,00036169","4","2,5","0,00142557","False","110,315","110,4723","88,504","0,1262","worthwhile","46,08","46,43","0,8157","7,6369","-0,1145","48","gann_state_exit"
"tr_97a9f80e979d","2","2021-08-24T15:00:00+00:00","2021-08-25T03:00:00+00:00","short","short","1","15","8","-1","-0,008143","-0,003286","-0,0006559","2","3","0,00461254","-0,822709","0,00065372","-0,00074693","0,00218776","0,00041807","2","2,5","0,00163522","False","109,64","109,8193","87,788","0,1436","worthwhile","-8,6","-8,25","-0,1511","1,2606","-1,149","12","stop"
"tr_b116079320ee","2","2021-08-25T14:00:00+00:00","2021-08-27T07:00:00+00:00","long","long","2","14","8","1","0,004714","0,017381","0,00125737","10","11","0,00426117","-0,769701","0,00070976","0,00131285","0,00325961","0,000366","1","2,5","0,0017734","False","109,891","109,6961","87,9207","0,1559","worthwhile","3,47","3,82","0,061","1,7344","-0,1078","41","gann_state_exit"
"tr_b3b377565da2","2","2021-08-27T07:00:00+00:00","2021-08-27T12:00:00+00:00","short","short","4","7","8","-1","-0,007286","-0,000476","-0,00133967","2","3","0,00273694","-0,5059","0,0008807","-0,00168841","0,00264601","0,00039399","1","2,5","0,00220278","False","109,926","110,1681","87,8671","0,1936","bad","-9,34","-8,99","-0,1641","0,0083","-0,9416","5","gann_state_exit"
"tr_259dc4a6baf7","2","2021-08-27T16:00:00+00:00","2021-08-27T17:00:00+00:00","long","long","4","16","8","1","0,005143","0,004286","0,00063026","5","6","0,00310675","-1,835928","0,0007224","-0,00049937","0,00293415","0,0003871","2","2,552695","0,00184159","False","110,231","110,028","88,0116","0,1621","bad","-9,67","-9,32","-0,1701","0,1626","-1,8177","1","stop"
"tr_98443f8cfe7e","2","2021-08-27T18:00:00+00:00","2021-08-30T17:00:00+00:00","short","short","4","18","8","-1","0,005","-0,008143","-0,00110018","0","1","0,00368242","-0,967977","0,00089235","-0,00043624","0,00368242","0,00051832","3","3,861718","0,00344906","False","109,885","110,264","70,5293","0,2433","worthwhile","-2,72","-2,44","-0,0479","0,4802","-0,2058","23","gann_state_exit"
"tr_1bc0d08ddc77","2","2021-08-31T15:00:00+00:00","2021-08-31T18:00:00+00:00","short","short","1","15","8","-1","-0,000381","-9,5E-05","-0,00063027","0","1","0,00229395","-2,228391","0,00061684","-0,00046404","0,0018388","0,00046338","3","3,586086","0,00221511","False","109,701","109,944","88,204","0,1954","worthwhile","-11,49","-11,14","-0,2027","0,4733","-1,5556","3","stop"
"tr_811fd4beab1c","2","2021-09-03T15:00:00+00:00","2021-09-06T12:00:00+00:00","short","short","4","15","9","-1","-0,006762","-0,003","-0,00046212","2","3","0,00271035","-2,356988","0,00059811","-0,00059083","0,00252845","0,00041958","2","2,5","0,00149742","False","109,792","109,9564","88,3831","0,1323","worthwhile","-5,31","-4,96","-0,0938","1,2165","-0,9367","21","gann_state_exit"
"tr_f07870760737","2","2021-09-07T10:00:00+00:00","2021-09-08T14:00:00+00:00","long","long","1","10","9","1","0,000857","-0,002143","0,00104188","0","1","0,00290211","-0,487936","0,00048477","0,0004824","0,00238355","0,00028478","2","2,5","0,00121161","False","109,948","109,8148","88,4661","0,1072","worthwhile","12,76","13,11","0,2257","3,7458","-0,3753","28","gann_state_exit"
"tr_f842cbbf0e12","2","2021-09-13T08:00:00+00:00","2021-09-13T20:00:00+00:00","long","long","0","8","9","1","-0,000476","0,000143","0,00098205","4","5","0,00307345","-0,204131","0,00071272","0,00072797","0,00180952","0,00043694","2","2,5","0,00178151","False","109,992","109,796","88,2669","0,1572","worthwhile","-0,08","0,27","-0,0014","0,8574","-0,4695","12","gann_state_exit"
"tr_f1517a3aca6b","2","2021-09-14T14:00:00+00:00","2021-09-14T15:00:00+00:00","long","long","1","14","9","1","0,003143","0,004952","0,00128371","9","10","0,00244246","-0,436409","0,00052014","0,00188305","0,0021973","0,0002813","1","2,5","0,00130003","False","110,162","110,0188","88,2681","0,1148","bad","-6,95","-6,6","-0,1227","0,0","-2,0668","1","stop"
"tr_2cf9d829b7d2","2","2021-09-14T16:00:00+00:00","2021-09-16T14:00:00+00:00","short","short","1","16","9","-1","0,008095","-0,002476","-0,00171357","0","1","0,00270297","0,179615","0,00060803","-0,0011","0,00270297","0,00054862","2","3,921597","0,00238448","True","109,877","110,139","88,3765","0,2107","worthwhile","22,69","23,04","0,4011","2,9198","0,0","46","gann_state_exit"
"tr_c1b08fd545a0","2","2021-09-16T16:00:00+00:00","2021-09-20T08:00:00+00:00","long","long","3","16","9","1","0,013857","0,003952","0,00341606","4","5","0,0053787","-0,632027","0,00076448","0,0027241","0,0044397","0,0007272","1","4,531516","0,00346251","False","109,747","109,367","70,4188","0,2438","worthwhile","5,8","6,08","0,1021","0,8789","-0,3658","40","gann_state_exit"
"tr_c43f52ff66b2","2","2021-09-20T11:00:00+00:00","2021-09-21T09:00:00+00:00","short","short","0","11","9","-1","-0,007143","-0,010095","-0,00199262","5","6","0,00376269","-1,196512","0,0007462","-0,00206384","0,00321605","0,00042098","1","2,5","0,00186721","False","109,662","109,8668","87,9337","0,1642","worthwhile","5,81","6,16","0,1022","1,6605","-0,254","22","gann_state_exit"
"tr_10a92091c8f0","2","2021-09-21T15:00:00+00:00","2021-09-22T08:00:00+00:00","short","short","1","15","9","-1","-0,006286","-0,006762","-0,00126667","0","1","0,00584106","-0,820566","0,00084662","-0,00069423","0,00351012","0,00051147","2","2,5","0,00211807","False","109,32","109,5515","87,844","0,1861","worthwhile","-9,85","-9,5","-0,173","0,8594","-0,8724","17","gann_state_exit"
"tr_729cfa028778","2","2021-09-27T11:00:00+00:00","2021-09-29T13:00:00+00:00","long","long","0","11","9","1","0,015476","0,011762","0,00139488","1","2","0,00500997","-0,301485","0,00086831","0,00220745","0,0035476","0,00054522","2","2,5","0,00217017","False","110,81","110,5695","87,9963","0,191","worthwhile","21,3","21,65","0,3749","3,6345","-0,1164","50","gann_state_exit"
"tr_3c309a1b6acc","2","2021-09-29T17:00:00+00:00","2021-09-30T18:00:00+00:00","long","long","2","17","9","1","0,00881","0,008524","0,00176095","1","2","0,00505372","-0,631522","0,00117766","0,00066352","0,00427416","0,00073102","2","2,5","0,00294192","False","111,686","111,3574","70,1341","0,2063","worthwhile","-4,19","-3,91","-0,0734","1,1991","-0,4322","25","gann_state_exit"
"tr_57ec8e3d62e4","2","2021-10-04T18:00:00+00:00","2021-10-05T06:00:00+00:00","short","short","0","18","10","-1","0,006667","-0,00781","-0,0021597","0","1","0,00431983","-0,046494","0,00116381","-0,0015218","0,00431983","0,00089034","2","2,5","0,00290973","False","110,876","111,1986","70,1857","0,2042","bad","-11,96","-11,68","-0,2098","0,1302","-0,9795","12","stop"
"tr_7e57d5b99435","2","2021-10-05T14:00:00+00:00","2021-10-06T16:00:00+00:00","long","long","1","14","10","1","9,5E-05","0,004286","0,00227758","9","10","0,00430643","-0,678319","0,00096754","0,00311136","0,00391085","0,00050009","1","2,5","0,00241723","False","111,304","111,035","87,9166","0,2125","worthwhile","1,49","1,84","0,0262","1,7989","-0,6393","26","gann_state_exit"
"tr_a904b5d96c42","2","2021-10-08T04:00:00+00:00","2021-10-08T15:00:00+00:00","long","long","4","4","10","1","0,013","0,011286","0,00232942","10","11","0,00473514","-0,7","0,00089511","0,00272856","0,00473514","0,00059603","5","2,5","0,00223634","False","111,79","111,54","87,8935","0,1966","worthwhile","-11,65","-11,3","-0,2047","0,832","-1,12","11","stop"
"tr_b6fb017a945a","2","2021-10-08T17:00:00+00:00","2021-10-13T07:00:00+00:00","long","long","4","17","10","1","0,015524","0,003286","0,00129034","0","1","0,00686591","-1,330189","0,00094764","0,00234778","0,00436271","0,00075581","2","4,235849","0,00400893","False","112,0","111,551","52,8443","0,2118","worthwhile","38,45","38,66","0,6772","3,9822","-0,0445","62","gann_state_exit"
"tr_85860788285d","2","2021-10-15T02:00:00+00:00","2021-10-19T06:00:00+00:00","long","long","4","2","10","1","0,010381","0,014095","0,00217088","10","11","0,0048358","-0,59204","0,00100987","0,00216761","0,00418517","0,00059139","2","2,5","0,00252311","False","113,805","113,5179","87,4814","0,2207","worthwhile","15,98","16,33","0,2797","2,2985","0,0","52","gann_state_exit"
"tr_9c5dd7994385","2","2021-10-19T09:00:00+00:00","2021-10-19T15:00:00+00:00","short","short","1","9","10","-1","-0,009667","-0,006762","-0,00168885","5","6","0,00384717","-1,185562","0,0009018","-0,00236927","0,00310227","0,00051985","1","2,5","0,00225696","False","113,986","114,2433","87,2375","0,1969","worthwhile","-11,7","-11,35","-0,2041","0,4159","-1,3527","6","stop"
"tr_54198b33d74f","2","2021-10-20T02:00:00+00:00","2021-10-20T15:00:00+00:00","long","long","2","2","10","1","0,008238","0,012905","0,00210189","10","11","0,00453723","-0,629428","0,00091669","0,00183048","0,00453723","0,00062405","1","2,5","0,00229036","False","114,455","114,1929","87,4159","0,2002","worthwhile","-11,92","-11,57","-0,2083","0,9346","-1,2054","13","stop"
"tr_f9397473a391","2","2021-10-22T17:00:00+00:00","2021-10-25T12:00:00+00:00","short","short","4","17","10","-1","0,000619","0,001619","-0,00226813","4","5","0,00494945","-0,764749","0,00114956","-0,00077303","0,00464176","0,00078057","2","2,5","0,00287647","False","113,648","113,9749","70,0788","0,2016","worthwhile","1,52","1,8","0,0266","0,7158","-0,6852","19","gann_state_exit"
"tr_8868a45c4d3f","2","2021-10-27T12:00:00+00:00","2021-10-29T05:00:00+00:00","short","short","2","12","10","-1","-0,011","-0,012619","-0,00395066","6","7","0,0058927","-0,627372","0,0010374","-0,00384619","0,0058927","0,00069382","1","2,5","0,00259523","False","113,624","113,9189","87,5752","0,2273","worthwhile","1,1","1,45","0,0193","1,2446","-0,841","41","gann_state_exit"
"tr_6da6d87aa139","2","2021-10-29T14:00:00+00:00","2021-11-01T23:00:00+00:00","long","long","4","14","10","1","0,001905","0,016","0,00209116","11","12","0,00489696","-1,155135","0,0009742","0,00307774","0,00463321","0,00041008","1","2,5","0,00243272","False","113,874","113,597","87,5583","0,213","worthwhile","5,96","6,31","0,1045","2,0504","-0,5451","33","gann_state_exit"
"tr_c37f93a39510","2","2021-11-03T17:00:00+00:00","2021-11-03T21:00:00+00:00","long","long","2","17","11","1","0,002524","0,004571","0,00092605","0","1","0,00480035","-0,712478","0,00072672","0,00072013","0,00252742","0,00045483","3","2,5","0,00181582","False","114,011","113,804","87,467","0,1588","worthwhile","-9,53","-9,18","-0,1668","1,0095","-1,1351","4","stop"
"tr_54917e832b45","2","2021-11-04T17:00:00+00:00","2021-11-05T15:00:00+00:00","short","short","3","17","11","-1","-0,007048","-0,011333","-0,00273462","3","4","0,00488516","-0,674845","0,00121083","-0,00129868","0,00455129","0,00068301","1","2,5","0,00302961","False","113,719","114,0635","70,0905","0,2123","worthwhile","-4,57","-4,29","-0,08","0,5341","-0,5776","22","gann_state_exit"
"tr_b3bff4e0126f","2","2021-11-05T17:00:00+00:00","2021-11-10T12:00:00+00:00","short","short","4","17","11","-1","0,007143","-0,005619","-0,00144779","0","1","0,0068551","-1,118193","0,0010388","-0,00036946","0,00466393","0,00078058","2","3,498588","0,00363864","False","113,504","113,917","52,61","0,1914","worthwhile","7,18","7,39","0,126","1,8838","-0,3923","67","gann_state_exit"
"tr_c0217eefc9f1","2","2021-11-10T14:00:00+00:00","2021-11-11T18:00:00+00:00","long","long","2","14","11","1","0,012","0,018952","0,00306083","4","5","0,00464549","-0,569803","0,00096098","0,00275424","0,00421274","0,0004583","1","2,5","0,00240109","False","113,292","113,02","87,573","0,2103","worthwhile","29,31","29,66","0,5133","3,1762","-0,3014","28","gann_state_exit"
"tr_6e182171e217","2","2021-11-12T02:00:00+00:00","2021-11-12T13:00:00+00:00","long","long","4","2","11","1","-0,003905","-0,000429","0,00077497","7","8","0,00710246","-1,18385","0,00082215","0,00038596","0,00286729","0,0004813","2","2,5","0,00205334","False","114,158","113,9236","87,1258","0,1789","worthwhile","-3,59","-3,24","-0,0626","0,6101","-0,8831","11","gann_state_exit"
"tr_5d2ffc8ac0bb","2","2021-11-12T17:00:00+00:00","2021-11-15T01:00:00+00:00","short","short","4","17","11","-1","-0,003857","-0,004286","-0,00130281","6","7","0,00433322","-2,166316","0,00079363","-0,00071","0,00352622","0,00059414","1","2,5","0,00198753","False","113,805","114,0312","87,1803","0,1733","bad","-10,36","-10,01","-0,1806","0,0","-1,0743","8","stop"
"tr_96cfc4d4f17e","2","2021-11-16T03:00:00+00:00","2021-11-17T17:00:00+00:00","long","long","1","3","11","1","0,015333","0,013667","0,00223024","10","11","0,00402844","-1,03864","0,00080944","0,00286311","0,00357305","0,00053993","1","2,5","0,00202187","False","114,286","114,0549","87,3381","0,1766","worthwhile","11,04","11,39","0,1929","2,9688","-0,7963","38","gann_state_exit"
"tr_f1c44ea88edc","2","2021-11-19T12:00:00+00:00","2021-11-22T06:00:00+00:00","short","short","4","12","11","-1","0,014286","-0,01119","-0,00309839","0","1","0,0058242","-1,040323","0,00108765","-0,00307803","0,00564878","0,00097978","1","5,370968","0,00584847","False","113,876","114,542","34,868","0,2039","worthwhile","-4,47","-4,33","-0,0779","0,4324","-0,506","18","gann_state_exit"
"tr_e48ba623210d","2","2021-11-23T22:00:00+00:00","2021-11-24T11:00:00+00:00","long","long","1","22","11","1","0,00881","0,008571","0,0019904","8","9","0,00943724","-0,45587","0,00144873","0,00249151","0,00573534","0,00102925","2","2,5","0,00361938","False","115,154","114,7372","52,3428","0,1894","ambiguous","-2,45","-2,24","-0,0428","0,2015","-0,787","13","gann_state_exit"
"tr_0c987b9dd9b4","2","2021-11-24T15:00:00+00:00","2021-11-25T17:00:00+00:00","long","long","2","15","11","1","0,003095","0,003524","0,00131909","0","1","0,00648003","-0,883968","0,00113005","0,00108698","0,00357878","0,00063336","2","2,5","0,00282227","False","115,24","114,9148","87,2753","0,2463","worthwhile","3,03","3,38","0,0529","0,864","-0,372","26","gann_state_exit"
"tr_51e7ff698d95","2","2021-11-30T08:00:00+00:00","2021-11-30T17:00:00+00:00","short","short","1","8","11","-1","-0,002571","-0,01119","-0,00574978","0","1","0,00852486","-0,492101","0,00159936","-0,00226755","0,0081446","0,00142797","2","3,289889","0,00526595","False","112,99","113,585","34,8917","0,1837","worthwhile","-10,65","-10,51","-0,1858","0,7697","-1,0286","9","stop"
"tr_4fc15d1b7293","2","2021-12-08T14:00:00+00:00","2021-12-09T09:00:00+00:00","long","long","2","14","12","1","0,001333","-0,014714","0,00206528","0","1","0,00429222","-0,577483","0,00129462","0,00029914","0,00429222","0,00090362","2","3,199935","0,00413953","False","113,781","113,31","52,4349","0,2171","worthwhile","-3,46","-3,25","-0,0604","0,3694","-0,4161","19","gann_state_exit"
"tr_6481bb068434","2","2021-12-09T15:00:00+00:00","2021-12-09T20:00:00+00:00","short","short","3","15","12","-1","-0,01781","-0,018667","-0,0023467","8","9","0,00568623","-1,106695","0,00097184","-0,00354021","0,00505148","0,00064401","1","2,5","0,00243227","False","113,308","113,5836","87,4444","0,2127","bad","-12,57","-12,22","-0,2198","0,0","-1,2482","5","stop"
"tr_4d36f6b2f13c","2","2021-12-10T18:00:00+00:00","2021-12-13T02:00:00+00:00","short","short","4","18","12","-1","-0,010143","-0,009429","-0,00137158","1","2","0,00456689","-1,404311","0,00095427","-0,00043182","0,00443465","0,00059394","2","2,5","0,00238892","False","113,271","113,5416","87,637","0,2094","bad","-12,35","-12,0","-0,2165","0,0443","-1,0126","8","stop"
"tr_8141dc052837","2","2021-12-16T17:00:00+00:00","2021-12-17T22:00:00+00:00","short","short","3","17","12","-1","0,010048","-0,007952","-0,00425737","0","1","0,00564773","-0,364162","0,00108707","-0,00191409","0,00541021","0,00098972","1","4,030058","0,00438276","False","113,627","114,125","52,6963","0,231","worthwhile","-2,37","-2,16","-0,0417","0,9739","-0,4618","29","gann_state_exit"
"tr_7a0dec8a1271","3","2021-12-21T08:00:00+00:00","2021-12-23T01:00:00+00:00","long","long","1","8","12","1","0,009476","0,012619","0,00167734","11","12","0,00386005","-0,332905","0,00097726","0,00206176","0,00369299","0,00061089","3","2,5","0,00244231","False","113,768","113,4901","87,8637","0,2146","worthwhile","14,72","15,07","0,2587","2,163","-0,7666","41","gann_state_exit"
"tr_31d54260aded","3","2021-12-23T14:00:00+00:00","2021-12-24T09:00:00+00:00","long","long","3","14","12","1","0,00119","0,006","0,00117826","5","6","0,00288732","-1,040417","0,00063913","-0,00016621","0,00281732","0,00037596","2","2,5","0,00159673","False","114,371","114,1884","87,637","0,1399","worthwhile","0,22","0,57","0,0038","0,7776","-0,7173","19","gann_state_exit"
"tr_287f0db446e7","3","2021-12-27T10:00:00+00:00","2021-12-28T14:00:00+00:00","long","long","0","10","12","1","0,003571","0,003667","0,00089817","7","8","0,00186083","-0,944705","0,00044389","0,0008919","0,00154632","0,00022383","1","2,5","0,00110923","False","114,515","114,388","87,6337","0,0972","worthwhile","14,02","14,37","0,2457","3,4324","0,0","28","gann_state_exit"
"tr_fa36261e4c5f","3","2021-12-29T10:00:00+00:00","2021-12-29T16:00:00+00:00","long","long","2","10","12","1","0,004286","0,00581","0,0009587","3","4","0,00212381","-0,874422","0,00062711","0,000357","0,0019062","0,00040838","1","2,5","0,00156689","False","114,953","114,7729","87,4189","0,137","worthwhile","-8,28","-7,93","-0,1448","0,4719","-1,338","6","stop"
"tr_4b8afe3983da","3","2021-12-29T17:00:00+00:00","2021-12-29T18:00:00+00:00","short","short","2","17","12","-1","0,009381","-0,000143","-0,0007839","-1","1","0,002883","-1,262428","0,00071754","4,355E-05","0,00283945","0,00048473","2","3,095376","0,00222309","False","114,705","114,96","87,5456","0,1946","bad","-11,53","-11,18","-0,2018","0,0","-1,1098","1","stop"
"tr_35795d1a3bf6","3","2021-12-30T03:00:00+00:00","2021-12-31T02:00:00+00:00","long","long","3","3","12","1","0,007381","0,007714","0,00095947","9","10","0,00320886","-0,482759","0,00079259","0,0012974","0,00320886","0,00052619","2","2,5","0,00198068","False","115,04","114,8121","87,7227","0,1738","worthwhile","0,69","1,04","0,0122","0,7417","-0,2589","23","gann_state_exit"
"tr_6db5e3d2f97d","3","2022-01-03T02:00:00+00:00","2022-01-03T13:00:00+00:00","long","long","0","2","1","1","0,004","0,002762","0,00072415","0","1","0,00169353","-0,847734","0,00058395","0,00066918","0,00165879","0,00031619","3","2,5","0,00145912","False","115,203","115,0349","87,7121","0,128","worthwhile","-7,74","-7,39","-0,1358","0,9518","-1,2374","11","stop"
"tr_0e65119e47f2","3","2022-01-03T13:00:00+00:00","2022-01-03T16:00:00+00:00","short","short","0","13","1","-1","0,002476","0,002619","-0,00121901","0","1","0,00310214","-0,902715","0,00073157","-0,0002693","0,00305","0,00050876","3","2,5","0,00183016","False","115,004","115,2145","87,8313","0,1607","worthwhile","-9,57","-9,22","-0,1681","0,2566","-1,5726","3","stop"
"tr_fdf3879ee85c","3","2022-01-03T17:00:00+00:00","2022-01-05T10:00:00+00:00","long","long","0","17","1","1","0,008619","0,002524","0,00152018","0","1","0,00358177","-0,560131","0,00088254","0,00190291","0,00358177","0,00060847","4","2,5","0,00220522","False","115,365","115,1106","87,9792","0,194","worthwhile","28,39","28,74","0,4996","3,86","-0,4717","41","gann_state_exit"
"tr_ff55e163fc76","3","2022-01-07T17:00:00+00:00","2022-01-10T07:00:00+00:00","short","short","4","17","1","-1","0,002286","-0,004381","-0,00192338","6","7","0,00362162","-0,623857","0,00090057","-0,00136381","0,00327588","0,00053101","2","2,5","0,00225273","False","115,627","115,8875","87,5419","0,1972","worthwhile","-8,6","-8,25","-0,1505","0,334","-0,8561","14","gann_state_exit"
"tr_6c9f63885ea4","3","2022-01-10T13:00:00+00:00","2022-01-11T14:00:00+00:00","short","short","0","13","1","-1","-0,011714","-0,006143","-0,00133334","0","1","0,00377257","-0,314493","0,00085291","-0,00106315","0,00296787","0,00049126","2","2,5","0,00213288","False","115,538","115,7844","87,6739","0,187","worthwhile","5,11","5,46","0,0896","2,0128","0,0","25","gann_state_exit"
"tr_497b44afad8c","3","2022-01-12T16:00:00+00:00","2022-01-14T22:00:00+00:00","short","short","2","16","1","-1","-0,001524","-0,011476","-0,00166531","0","1","0,00491285","-0,830395","0,00086758","-0,00216529","0,0032029","0,00059258","3","3,371606","0,0029273","False","115,123","115,46","70,0763","0,2051","worthwhile","33,78","34,06","0,5918","4,8694","-0,0148","54","gann_state_exit"
"tr_aa6b339441df","3","2022-01-18T05:00:00+00:00","2022-01-18T16:00:00+00:00","long","long","1","5","1","1","0,015905","0,002762","0,00226398","0","1","0,00812144","1,135135","0,00082907","0,002157","0,00453999","0,00072511","2","3,142643","0,0026053","True","114,766","114,467","87,0801","0,2269","worthwhile","-13,5","-13,15","-0,2351","0,7993","-1,0401","11","stop"
"tr_10d27acb5580","3","2022-01-20T16:00:00+00:00","2022-01-24T05:00:00+00:00","short","short","3","16","1","-1","-0,004905","-0,008286","-0,00278936","5","6","0,0048485","-0,260713","0,00104251","-0,00223948","0,00458547","0,00059961","2","2,5","0,00260703","False","114,023","114,3203","87,2853","0,2276","worthwhile","8,08","8,43","0,1411","1,4095","-0,7031","37","gann_state_exit"
"tr_4c5a26bc9306","3","2022-01-24T11:00:00+00:00","2022-01-24T16:00:00+00:00","short","short","0","11","1","-1","-0,004667","-0,011714","-0,00202827","0","1","0,00498305","0,149662","0,00111769","-0,0015471","0,00369767","0,00062272","2","2,5","0,00279429","True","113,582","113,8994","87,1624","0,2436","worthwhile","-7,69","-7,34","-0,1341","0,3529","-0,7814","5","gann_state_exit"
